timestamp,PersonCount,Temperature,Humidity,Light,Pressure
1521913618,1,21.1,26.8,2.0,1004.8
1520870241,4,21.9,34.6,15.0,989.6
1522087198,1,21.8,29.5,2.0,1012.7
1521562915,7,22.5,22.4,4.0,1019.2
1521751982,1,21.7,27.0,2.0,1007.6
1520942931,13,22.2,32.3,17.0,993.6
1521973828,1,21.4,29.5,11.0,1006.4
1522173628,5,21.4,28.1,2.0,1013.5
1520961021,14,21.7,30.8,0.0,997.5
1520543994,2,21.4,29.2,0.0,996.1
1522141558,1,21.9,29.7,9.0,1013.7
1522161028,5,22.3,29.7,17.0,1012.5
1522154218,3,22.5,29.7,19.0,1012.9
1520948481,14,22.3,32.1,16.0,994.6
1520877591,2,21.7,34.0,0.0,989.8
1520970771,17,21.3,31.0,1.0,999.4
1520864361,4,22.2,34.5,17.0,989.7
1520528604,0,22.3,28.6,14.0,996.6
1521975148,1,21.4,29.7,12.0,1006.5
1521748172,1,21.9,26.9,2.0,1007.1
1522226278,5,22.4,22.1,24.0,1011.5
1520544714,2,21.4,29.2,0.0,995.8
1520539914,2,21.6,28.8,0.0,996.6
1520904081,7,21.3,33.3,0.0,988.9
1521926338,1,21.2,26.6,2.0,1005.1
1521889108,1,21.2,26.2,7.0,1004.7
1521631705,10,22.6,25.9,19.0,1019.4
1521737792,1,22.2,26.6,65531.0,1006.5
1522259518,5,21.3,20.2,3.0,1006.7
1522210948,5,20.6,24.0,2.0,1012.6
1522193668,5,21.2,27.1,1.0,1013.0
1521969238,1,21.3,28.7,16.0,1006.3
1521584905,5,21.4,23.3,0.0,1022.4
1520858181,4,22.3,34.2,17.0,990.5
1520848281,13,21.7,34.2,17.0,991.1
1521690032,3,21.3,27.2,0.0,1007.2
1521016551,17,21.6,29.8,17.0,1009.3
1520931831,11,21.3,32.3,2.0,991.8
1520996871,10,21.3,31.0,0.0,1004.5
1521695462,2,21.0,27.6,1.0,1005.8
1522169068,5,21.7,28.8,2.0,1012.6
1520992161,10,21.3,31.0,0.0,1003.9
1521848608,1,21.4,23.8,2.0,1004.0
1520919561,12,20.9,32.6,1.0,989.4
1521595015,7,21.3,23.3,0.0,1022.4
1522172998,5,21.4,28.2,2.0,1012.8
1522231768,5,23.0,23.4,26.0,1011.4
1522056838,1,21.6,29.0,32.0,1010.8
1521602995,6,21.2,23.4,0.0,1022.2
1521719852,5,22.3,27.8,19.0,1005.4
1520955921,14,21.9,31.3,1.0,996.1
1521876328,1,21.4,25.5,3.0,1004.2
1522253278,5,21.7,20.3,6.0,1008.1
1521988948,1,21.4,30.7,6.0,1006.3
1522059868,1,21.9,28.9,30.0,1010.9
1522164118,5,22.0,29.3,3.0,1012.4
1521891508,1,21.7,25.7,65531.0,1004.8
1521721562,4,22.4,27.8,18.0,1005.5
1522290448,5,21.0,22.8,1.0,1001.2
1521963388,1,21.2,27.0,6.0,1005.6
1521581005,5,21.5,23.3,0.0,1022.3
1521732122,1,22.3,26.9,18.0,1005.8
1522011238,1,21.4,31.1,2.0,1006.8
1522025068,1,21.3,30.6,2.0,1007.2
1521762152,1,21.5,27.0,2.0,1006.8
1522073248,1,22.3,29.3,7.0,1011.9
1521588805,7,21.4,23.3,0.0,1022.6
1522309048,5,21.2,23.9,7.0,1001.0
1521899308,1,21.2,26.6,6.0,1004.7
1521954508,1,21.2,26.9,2.0,1004.9
1522082068,1,22.2,29.4,3.0,1012.3
1521652232,3,22.1,28.3,1.0,1016.6
1520950971,15,22.2,32.1,17.0,995.0
1522129978,1,21.2,29.2,3.0,1013.6
1522262788,5,21.2,20.4,2.0,1006.3
1520982531,11,21.3,30.8,1.0,1001.9
1520959191,14,21.8,30.9,1.0,996.9
1522256578,5,21.5,20.2,4.0,1007.3
1520969421,17,21.3,31.0,1.0,999.2
1521960598,1,21.2,27.0,6.0,1005.4
1522223758,5,22.1,22.2,25.0,1011.5
1522171348,5,21.5,28.5,2.0,1012.7
1521899908,1,21.2,26.6,5.0,1004.6
1522148968,3,22.3,29.8,21.0,1013.3
1521660362,3,21.8,27.8,65531.0,1015.4
1521684092,3,21.4,27.4,0.0,1008.6
1522047358,1,21.3,30.7,3.0,1009.6
1520850801,13,22.0,34.5,18.0,991.3
1522000618,1,21.3,31.8,2.0,1006.4
1520931021,11,21.3,32.3,2.0,991.6
1522268008,5,21.2,21.1,2.0,1005.9
1522259068,5,21.4,20.2,2.0,1006.8
1521673562,3,21.5,27.5,0.0,1012.7
1521637412,7,22.4,27.9,16.0,1018.7
1521024861,16,22.6,29.8,16.0,1010.7
1522216738,5,20.8,23.2,44.0,1011.9
1521882328,1,21.3,25.9,7.0,1004.7
1521749492,1,21.8,27.0,2.0,1007.1
1522067728,1,22.3,29.8,25.0,1011.4
1522009858,1,21.4,31.1,2.0,1006.9
1521906808,1,21.2,26.8,5.0,1004.5
1522290238,5,21.0,22.8,1.0,1001.3
1520554854,1,21.3,29.1,0.0,993.9
1521556375,10,22.8,23.8,19.0,1018.0
1522127638,1,21.0,29.3,2.0,1013.5
1521758132,1,21.5,26.9,2.0,1007.0
1521656462,3,21.8,28.0,0.0,1016.3
1522088548,1,21.7,29.7,2.0,1013.0
1520905041,7,21.3,33.3,0.0,988.8
1522248928,5,22.2,20.7,8.0,1009.3
1520538084,0,21.7,28.6,0.0,997.0
1521600805,6,21.3,23.4,0.0,1022.1
1521583375,5,21.4,23.2,0.0,1022.2
1522259248,5,21.4,20.2,3.0,1006.9
1521882148,1,21.3,25.8,7.0,1004.7
1521725522,4,22.5,27.5,17.0,1006.0
1522272298,5,21.1,21.5,2.0,1005.2
1521899638,1,21.2,26.6,5.0,1004.7
1522003348,1,21.3,31.6,2.0,1006.7
1521699482,2,21.2,27.5,2.0,1004.8
1521947698,1,21.2,26.8,1.0,1004.9
1521864898,1,20.9,25.1,1.0,1003.6
1521834268,1,21.6,24.0,2.0,1004.9
1520901471,7,21.4,33.3,0.0,989.0
1522289428,5,21.0,22.7,1.0,1001.5
1522245958,5,22.5,21.7,22.0,1009.7
1520940231,14,22.0,32.9,19.0,993.3
1521836728,1,21.5,24.1,2.0,1004.8
1520539854,2,21.5,28.8,0.0,996.7
1522273318,5,21.1,21.6,2.0,1004.9
1520541684,2,21.5,29.0,0.0,996.6
1522026568,1,21.3,30.6,2.0,1007.3
1521902158,1,21.2,26.6,6.0,1004.7
1522109788,1,21.4,29.9,1.0,1013.6
1521820588,1,22.0,24.5,3.0,1004.8
1522085698,1,22.0,29.3,2.0,1012.7
1520547084,2,21.3,29.2,0.0,995.6
1521994168,1,21.3,31.3,4.0,1006.3
1521955678,1,21.2,27.0,3.0,1005.0
1522262428,5,21.2,20.4,2.0,1006.3
1521605785,3,20.9,23.4,0.0,1022.1
1520870571,4,22.4,33.4,65531.0,989.5
1522024828,1,21.3,30.6,1.0,1007.3
1521569305,5,22.1,22.6,0.0,1020.8
1522114618,1,21.3,30.0,1.0,1013.5
1521974338,1,21.4,29.5,12.0,1006.5
1520963481,14,21.6,30.8,0.0,998.0
1520954631,14,21.9,31.6,2.0,996.1
1521696962,2,21.1,27.6,1.0,1005.0
1522179118,5,21.3,27.0,2.0,1013.1
1522078528,1,22.3,29.8,4.0,1012.2
1522130278,1,21.2,29.2,3.0,1013.7
1520521404,3,22.4,28.8,3.0,996.7
1521826468,1,22.0,24.3,2.0,1004.8
1522087288,1,21.8,29.6,2.0,1012.6
1521902308,1,21.2,26.6,4.0,1004.7
1521902908,1,21.2,27.0,65531.0,1004.6
1521587005,7,21.4,23.3,0.0,1022.4
1521767222,1,21.5,27.0,2.0,1006.7
1521663002,3,21.7,27.7,0.0,1014.9
1522309078,5,21.2,23.9,7.0,1001.0
1522150798,3,22.4,29.8,22.0,1013.2
1521574345,5,21.7,22.7,0.0,1021.6
1521554605,10,22.5,23.1,20.0,1017.8
1522049698,1,21.4,30.2,4.0,1010.1
1521919618,1,21.2,26.7,2.0,1005.3
1521702722,3,21.4,27.7,65531.0,1004.6
1520850741,13,22.0,34.5,19.0,991.3
1521883828,1,21.3,26.0,9.0,1004.6
1521728102,0,22.3,27.5,18.0,1006.0
1522002958,1,21.3,31.6,2.0,1006.8
1521748202,1,21.9,26.9,2.0,1007.1
1520858391,4,22.3,34.7,65531.0,990.4
1522073638,1,22.3,29.3,7.0,1011.9
1520944971,15,22.3,32.1,18.0,993.8
1522260658,5,21.2,20.2,2.0,1006.9
1522005358,1,21.4,31.5,2.0,1006.8
1520557764,1,21.3,29.1,0.0,993.4
1521623485,5,21.7,22.4,25.0,1020.8
1522273588,5,21.1,21.6,2.0,1005.1
1522083148,1,22.2,29.3,2.0,1012.3
1522100008,1,21.6,29.9,1.0,1013.6
1521755822,1,21.6,27.1,65531.0,1007.6
1521959338,1,21.2,27.0,5.0,1005.3
1521591055,7,21.4,23.3,0.0,1022.4
1522067308,1,22.2,29.7,29.0,1011.4
1521026211,15,22.6,29.8,16.0,1010.8
1521719822,5,22.3,27.8,19.0,1005.4
1522054648,1,21.3,29.2,26.0,1010.6
1521587635,7,21.4,23.3,0.0,1022.5
1521908308,1,21.2,26.9,3.0,1004.6
1522182388,5,21.3,26.6,2.0,1013.1
1521586345,5,21.4,23.2,0.0,1022.4
1522284718,5,21.1,22.4,1.0,1002.3
1521861268,1,21.3,24.3,1.0,1003.7
1522089838,1,21.7,29.9,2.0,1013.2
1521017841,17,21.9,29.8,19.0,1009.6
1521694112,2,20.9,27.6,0.0,1005.4
1522023148,1,21.3,30.7,2.0,1007.1
1520873631,1,22.0,34.5,1.0,989.7
1520537514,0,21.7,28.5,0.0,996.9
1521912718,1,21.2,26.8,2.0,1004.8
1521013581,14,21.5,28.8,3.0,1008.6
1520995671,10,21.4,31.0,0.0,1004.4
1520871861,4,21.9,34.6,15.0,989.6
1521876928,1,21.4,25.5,4.0,1004.3
1521838888,1,21.4,24.1,2.0,1004.6
1521876478,1,21.4,25.5,3.0,1004.3
1521712502,2,22.3,28.1,21.0,1004.9
1522173868,5,21.4,28.1,2.0,1012.9
1520951721,15,22.2,31.9,16.0,995.1
1521920758,1,21.2,26.7,2.0,1005.4
1522165918,5,21.9,29.3,3.0,1012.2
1521765512,1,21.5,27.0,1.0,1006.7
1520900511,7,21.4,33.3,0.0,989.0
1522213978,5,20.6,23.5,4.0,1011.9
1522184698,5,21.3,26.7,1.0,1013.0
1520987181,10,21.3,30.9,0.0,1002.9
1521699722,2,21.2,27.5,2.0,1004.7
1521992428,1,21.4,31.1,4.0,1006.3
1522022158,1,21.3,30.7,2.0,1007.0
1521648182,3,22.3,29.2,16.0,1016.8
1522263868,5,21.2,20.6,2.0,1006.4
1522309828,5,21.2,24.7,7.0,1000.9
1521601375,6,21.2,23.4,0.0,1022.1
1520847231,13,21.6,34.2,19.0,991.3
1521554575,10,22.5,23.1,20.0,1017.8
1520843421,9,21.1,32.8,7.0,991.2
1522283938,5,21.1,22.4,1.0,1002.5
1521828388,1,21.9,24.2,2.0,1004.8
1521022731,15,22.3,30.0,16.0,1010.4
1521863818,1,20.9,24.9,2.0,1003.8
1521911098,1,21.2,26.9,3.0,1004.8
1521976738,1,21.4,29.9,13.0,1006.4
1522095928,1,21.6,30.0,2.0,1013.5
1522020358,1,21.3,30.7,1.0,1007.1
1522223608,5,22.0,22.3,25.0,1011.5
1520945181,15,22.3,32.0,18.0,993.9
1521895018,1,21.3,26.5,6.0,1004.7
1521970648,1,21.4,28.9,12.0,1006.3
1522309408,5,21.2,24.4,7.0,1000.9
1522020538,1,21.3,30.7,2.0,1007.1
1521030021,6,22.5,31.3,17.0,1011.1
1522050088,1,21.3,30.3,65531.0,1010.1
1522299868,5,20.8,22.2,3.0,1000.8
1521884188,1,21.3,26.0,8.0,1004.6
1522024498,1,21.3,30.6,1.0,1007.2
1522207978,5,20.7,25.0,2.0,1012.3
1521921388,1,21.2,26.6,2.0,1005.2
1522102558,1,21.5,29.9,1.0,1013.6
1521002481,12,20.8,30.3,0.0,1005.9
1522078168,1,22.3,29.7,4.0,1012.2
1522260958,5,21.3,20.2,2.0,1006.6
1521820918,1,22.0,24.5,3.0,1004.8
1521871498,1,21.1,25.5,3.0,1003.9
1520528664,0,22.3,28.6,15.0,996.6
1520896071,7,21.4,33.5,0.0,989.0
1521561775,6,22.6,22.4,4.0,1019.0
1521025161,16,22.6,29.8,16.0,1010.7
1522069798,1,22.4,29.7,22.0,1011.5
1521951868,1,21.2,26.7,1.0,1004.8
1521845398,1,21.3,24.1,2.0,1005.0
1520848611,13,21.7,34.2,18.0,991.1
1521833638,1,21.6,24.1,2.0,1004.9
1521683372,3,21.4,27.3,0.0,1008.9
1521857428,1,21.3,24.4,65531.0,1003.6
1522210978,5,20.6,24.0,2.0,1012.6
1522067638,1,22.3,29.7,26.0,1011.4
1521697802,2,21.1,27.6,1.0,1005.2
1520874141,1,21.9,34.4,1.0,989.8
1520940981,14,22.1,32.7,18.0,993.4
1520953851,14,22.0,31.8,2.0,995.7
1521902338,1,21.2,26.7,5.0,1004.7
1520534964,0,21.9,28.2,0.0,997.0
1520882241,2,21.4,33.8,0.0,989.4
1521605575,3,20.9,23.3,0.0,1022.2
1522050058,1,21.4,30.1,4.0,1010.1
1521754592,1,21.6,27.0,2.0,1007.6
1522119298,1,21.0,29.4,1.0,1013.7
1521926698,1,21.2,26.6,2.0,1005.2
1522006168,1,21.3,31.4,2.0,1006.9
1521967138,1,21.2,28.2,19.0,1006.1
1522118518,1,21.2,29.8,1.0,1013.9
1520933691,10,21.3,33.2,18.0,992.0
1522289908,5,21.0,22.7,1.0,1001.4
1522184338,5,21.4,26.7,1.0,1013.0
1521014001,14,21.4,28.9,3.0,1008.9
1521764072,1,21.5,27.0,2.0,1006.7
1521566665,6,22.3,22.7,1.0,1020.3
1522167448,5,21.8,29.1,3.0,1012.3
1522005538,1,21.4,31.4,2.0,1006.9
1522069918,1,22.4,29.7,22.0,1011.6
1521879178,1,21.4,25.4,5.0,1004.2
1521661832,3,21.7,27.6,0.0,1015.1
1522290148,5,21.0,22.8,1.0,1001.4
1521709832,2,22.0,28.4,24.0,1004.8
1521820738,1,22.0,24.5,3.0,1004.8
1521847408,1,21.2,24.1,2.0,1004.2
1520873781,1,22.0,34.5,1.0,989.8
1521592525,7,21.4,23.3,0.0,1022.4
1520978031,17,21.3,30.9,0.0,1001.0
1521834838,1,21.6,24.1,2.0,1004.9
1522175638,5,21.3,27.8,2.0,1013.2
1522134538,1,21.4,29.0,4.0,1013.7
1521023331,16,22.4,30.0,17.0,1010.5
1521723842,4,22.4,27.6,18.0,1006.1
1521563305,6,22.4,22.5,4.0,1019.3
1522172488,5,21.4,28.3,2.0,1012.7
1521031371,7,22.5,31.0,16.0,1011.4
1521910588,1,21.2,26.9,2.0,1004.6
1520849781,13,21.9,34.2,18.0,991.1
1521702572,3,21.4,27.5,16.0,1004.6
1520538624,0,21.7,28.5,0.0,997.0
1520905671,7,21.4,33.1,0.0,988.8
1521958288,1,21.2,27.0,3.0,1005.2
1520955111,14,21.9,31.3,2.0,995.9
1521741272,1,22.2,26.3,16.0,1006.8
1522174318,5,21.4,28.0,2.0,1013.2
1521632365,11,22.7,26.6,19.0,1019.4
1522129048,1,21.1,29.3,3.0,1013.5
1520881011,2,21.5,33.9,1.0,989.5
1522045348,1,21.3,30.9,4.0,1009.4
1521653492,3,22.0,28.2,0.0,1016.5
1520866551,6,22.1,34.6,16.0,989.4
1521741842,1,22.2,26.4,16.0,1006.7
1521878278,1,21.4,25.6,4.0,1004.3
1522256338,5,21.5,20.1,4.0,1007.3
1521006531,15,20.9,29.7,1.0,1006.9
1521669002,4,21.6,27.5,0.0,1014.2
1521692942,2,20.8,27.7,0.0,1005.9
1520988201,10,21.3,31.0,0.0,1003.1
1522108948,1,21.5,29.7,1.0,1013.6
1522129528,1,21.1,29.2,3.0,1013.6
1522212988,5,20.6,23.6,3.0,1011.6
1521617515,3,21.5,22.4,22.0,1021.5
1521698702,2,21.2,27.6,1.0,1005.1
1520934771,10,21.4,33.3,17.0,992.4
1522092418,1,21.6,30.0,2.0,1013.2
1521880258,1,21.3,25.7,5.0,1004.6
1522164778,5,22.0,29.8,65531.0,1012.3
1520525874,3,22.6,29.2,14.0,996.7
1521972418,1,21.4,29.3,11.0,1006.4
1520523534,3,22.5,28.8,15.0,996.7
1522161778,5,22.2,29.5,4.0,1012.5
1522134508,1,21.3,29.1,17.0,1013.7
1522256398,5,21.5,20.2,4.0,1007.3
1521928108,1,21.2,26.7,2.0,1005.0
1521017511,17,21.8,29.8,18.0,1009.5
1521665222,3,21.7,27.6,0.0,1014.7
1522245718,5,22.5,21.7,21.0,1009.9
1521942688,1,21.2,26.8,1.0,1004.7
1520886111,2,21.4,33.7,0.0,989.3
1522307308,5,21.1,22.9,5.0,1001.1
1520928621,11,21.2,32.3,2.0,991.3
1520857641,4,22.3,34.1,18.0,990.5
1521990838,1,21.4,30.9,3.0,1006.3
1521832948,1,21.7,24.1,2.0,1004.9
1521712172,2,22.2,28.5,21.0,1004.8
1520916171,9,21.0,32.7,0.0,989.2
1522186588,5,21.3,26.8,1.0,1013.1
1522156948,3,22.6,30.8,18.0,1012.8
1522007308,1,21.4,31.3,2.0,1006.9
1521821188,1,22.0,24.5,3.0,1004.8
1520536044,0,21.8,28.3,0.0,997.0
1522224958,5,22.2,22.0,24.0,1011.7
1521935668,1,21.2,26.7,1.0,1004.6
1521838948,1,21.4,24.1,2.0,1004.5
1522183108,5,21.3,26.7,2.0,1013.0
1520978841,17,21.3,30.9,0.0,1001.3
1522284208,5,21.1,22.4,1.0,1002.4
1521916828,1,21.1,26.7,2.0,1005.0
1520954721,14,21.9,31.6,2.0,996.1
1521908668,1,21.2,27.2,3.0,1004.7
1521843598,1,21.3,24.1,1.0,1004.4
1522145638,4,22.2,30.2,22.0,1013.4
1522244218,5,22.6,21.8,22.0,1010.1
1520894181,7,21.4,33.5,0.0,989.1
1520533764,0,22.0,28.1,0.0,997.1
1521886288,1,21.2,26.1,10.0,1004.8
1521668912,4,21.6,27.6,0.0,1014.2
1522061548,1,22.0,28.7,16.0,1011.1
1521898768,1,21.2,26.5,7.0,1004.6
1520877561,2,21.7,34.0,0.0,989.8
1521961438,1,21.2,27.0,7.0,1005.5
1522008478,1,21.4,31.2,2.0,1006.8
1521831418,1,21.8,24.1,2.0,1005.0
1521829138,1,21.9,24.2,2.0,1004.8
1521704822,6,21.4,27.9,3.0,1004.5
1522007998,1,21.4,31.1,2.0,1006.8
1520537904,0,21.6,28.6,0.0,996.9
1520954181,14,22.0,31.7,2.0,995.9
1522257808,5,21.4,20.2,2.0,1007.2
1521913228,1,21.1,26.8,2.0,1004.8
1521701312,3,21.8,26.9,65531.0,1004.8
1520870301,4,21.9,34.6,15.0,989.5
1521661382,3,21.7,27.8,65531.0,1015.2
1521739382,1,22.2,26.3,16.0,1006.5
1521968248,1,21.3,28.4,20.0,1006.2
1521610585,3,20.8,23.0,3.0,1021.7
1521978628,1,21.4,30.0,13.0,1006.6
1521945778,1,21.2,26.8,2.0,1004.8
1521948178,1,21.2,26.9,1.0,1004.8
1522114408,1,21.3,29.9,1.0,1013.4
1521633205,11,22.8,27.3,17.0,1019.3
1521612415,3,20.9,22.6,5.0,1021.7
1522012918,1,21.3,31.0,2.0,1007.0
1521015861,17,21.4,29.6,17.0,1009.2
1521863698,1,21.0,24.8,2.0,1004.0
1520957601,14,21.9,31.1,1.0,996.6
1520950281,15,22.2,32.1,17.0,994.9
1521989278,1,21.4,30.7,6.0,1006.3
1522112668,1,21.4,30.0,1.0,1013.7
1520885991,2,21.4,33.7,0.0,989.3
1521972988,1,21.4,29.3,11.0,1006.5
1521939928,1,21.2,26.8,1.0,1004.8
1521929608,1,21.2,26.7,2.0,1005.0
1522131388,1,21.2,29.2,16.0,1013.7
1522163848,5,22.0,29.3,3.0,1012.3
1521602005,6,21.2,23.5,0.0,1022.2
1521002631,12,20.8,30.3,0.0,1005.9
1521837238,1,21.5,24.1,2.0,1004.7
1521996028,1,21.3,31.4,3.0,1006.3
1521579025,5,21.5,23.1,0.0,1022.1
1522210258,5,20.7,24.4,2.0,1012.5
1521659912,3,21.7,27.7,0.0,1015.5
1522141228,1,21.9,29.7,9.0,1013.7
1521857068,1,21.4,24.1,2.0,1003.7
1521556405,10,22.8,23.8,19.0,1018.1
1521658892,3,21.7,27.7,0.0,1015.9
1521882238,1,21.3,25.8,7.0,1004.6
1520919771,12,20.9,32.6,1.0,989.6
1520875911,2,21.8,34.1,0.0,989.8
1521933718,1,21.2,26.7,1.0,1004.8
1521710522,2,22.1,28.5,23.0,1004.6
1521577705,5,21.6,23.0,0.0,1022.1
1522117528,1,21.2,30.0,2.0,1013.4
1521657422,3,21.8,27.9,0.0,1016.2
1520872791,4,22.0,34.7,15.0,989.7
1520548944,2,21.3,29.2,0.0,995.1
1522007608,1,21.3,31.3,2.0,1006.9
1522154578,3,22.5,29.8,18.0,1012.8
1521713132,2,22.2,28.2,21.0,1004.9
1521642812,8,22.5,29.6,19.0,1017.8
1522071808,1,22.4,29.6,22.0,1011.6
1521614635,4,21.1,22.7,18.0,1021.8
1521586945,7,21.4,23.3,0.0,1022.4
1520948151,15,22.4,32.1,17.0,994.5
1521581815,5,21.4,23.3,1.0,1022.4
1521985168,1,21.4,30.4,7.0,1006.6
1522045018,1,21.3,31.0,4.0,1009.2
1522153618,3,22.5,29.8,19.0,1013.1
1520994561,10,21.3,31.0,0.0,1004.0
1520858001,4,22.3,34.2,17.0,990.4
1521741572,1,22.2,26.3,15.0,1006.8
1520984901,10,21.3,30.8,0.0,1002.3
1520523114,3,22.4,28.8,16.0,996.6
1521860728,1,21.3,24.2,1.0,1003.5
1521861718,1,21.4,24.1,1.0,1003.6
1520919651,12,20.9,32.6,1.0,989.5
1520878701,2,21.7,33.9,1.0,989.8
1522083658,1,22.2,29.3,3.0,1012.4
1522193098,5,21.2,27.2,1.0,1013.0
1521819538,1,22.0,24.5,4.0,1004.8
1521621595,3,21.7,21.8,15.0,1021.0
1522308088,5,21.1,23.1,6.0,1000.8
